cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0005HS0037CN000105,Quien reconozca que esta nación tiene problemas es un problema en ciernes. Es hora de deshacerse del recuerdo de la Shoah y resolver la cuestión judía de una vez por todas.,¿Está sugiriendo en serio que resolvamos todos los males que aquejan a nuestra sociedad no enseñando a nuestros hijos lo malo del pasado y lo bueno del presente? Esto puede acabar perjudicando a nuestros hijos.,Islamophobia,"crimes , rapism","denouncing , humor",21,female,Bachelor
ENT1ST0005HS0037CN000105P1,Los judíos y su religión son un problema y siguen haciéndonos daño. Frenan el progreso trabajando muy mal en los trabajos que les dejamos.,"Lo que estás diciendo es que el pueblo judío es una carga para la sociedad. Que son malos en su trabajo y hacen que nuestra sociedad sea menos estable. En otras palabras, son una carga y un obstáculo para el progreso. Albert Einstein, por ejemplo, destruyó el progreso de la ciencia de hecho.",Islamophobia,"crimes , rapism","denouncing , humor",21,female,Bachelor
ENT1ST0005HS0037CN000105P2,"Me pregunto qué pensaría de la Shoah este judío del coche de al lado si, como deseo, estuviera ocurriendo hoy.","El holocausto fue un acontecimiento relativamente reciente, pero el odio que lo provocó y al que usted se adhiere, tiene siglos de antigüedad.",Islamophobia,"crimes , rapism","denouncing , humor",21,female,Bachelor
ENT1ST0005HS0037CN000106,Los judíos son inútiles. Lo único que hicieron fue horrible. La judería internacional es responsable del 11-S.,Esto parece una teoría conspirativa sin pruebas. Se me ocurren un puñado de formas legítimas en que los judíos podrían ayudar a la humanidad.,Islamophobia,"crimes , rapism","denouncing , facts",24,female,Bachelor
ENT1ST0005HS0037CN000106P1,Los judíos no quieren ninguna otra religión.,"¿Por qué iban a hacerlo? Ellos, como cualquiera, tienen libertad para elegir su religión. Pero eso no significa que quieran eliminar otras religiones.",Islamophobia,"crimes , rapism","denouncing , facts",24,female,Bachelor
ENT1ST0005HS0037CN000106P2,Los judíos son una carga para nuestra sociedad.,¿Por qué crees que son una carga? Es como si no hubieran sido perseguidos todo el tiempo.,Islamophobia,"crimes , rapism","denouncing , facts",24,female,Bachelor
ENT1ST0005HS0037CN000107,El Holocausto fue un trabajo desde dentro y la CIA desempeñó un papel muy importante para hacernos creer que realmente ocurrió.,"Las pruebas físicas de los asesinatos en masa son innegables y, sin embargo, estas creencias se han extendido. Lo que tenemos es simplemente una herida del pasado que puede ser explotada en peligrosas teorías conspirativas, como ésta.",Islamophobia,"crimes , rapism",facts,21,female,Bachelor
ENT1ST0005HS0037CN000107P1,Los judíos son infrahumanos y deben ser tratados como animales inferiores.,Ser judío no te hace menos ser humano. El hecho de ser judío no significa que merezcas menos derechos humanos.,Islamophobia,"crimes , rapism",facts,21,female,Bachelor
ENT1ST0005HS0037CN000107P2,"Si quieres acabar con los problemas del mundo, tienes que hablar contra la raza judía.","No creo que sea correcto hablar de raza. Que yo sepa, todas las personas son iguales aunque tengan creencias religiosas diferentes.",Islamophobia,"crimes , rapism",facts,21,female,Bachelor
ENT1ST0005HS0048CN000134,Los judíos son gente horrible y deberían avergonzarse de ello.,"No se puede culpar a alguien por lo que cree, eso es algo que cualquiera tiene derecho a tener.",Islamophobia,"crimes , rapism",facts,24,female,Bachelor
ENT1ST0005HS0048CN000134P1,Los judíos sólo quieren subvertir nuestra sociedad con sus conspiraciones judías.,Tu afirmación demuestra que no sabes lo que significa ser judío. No puedes culparles por querer vivir en un país pacífico con sus propias creencias.,Islamophobia,"crimes , rapism",facts,24,female,Bachelor
ENT1ST0005HS0048CN000134P2,Debemos asegurarnos de que los judíos ya no puedan vivir libremente en nuestra sociedad. Son peligrosos.,"Lo que debemos garantizar es la existencia de una sociedad diversa e igualitaria, libre de odio y violencia. Esto es lo importante.",Islamophobia,"crimes , rapism",facts,24,female,Bachelor
ENT1ST0005HS0048CN000135,No puedo aceptar en conciencia a los judíos en nuestro país. Debemos fomentar su exterminio.,"Este no es un tema de debate. Existe un grave problema de antisemitismo en algunas partes de la Unión Europea, y no debe fomentarse.",Islamophobia,"crimes , rapism","facts , humor",29,female,Master
ENT1ST0005HS0048CN000135P1,Todos los judíos deberían ser ejecutados para que nuestra sociedad sea cada vez mejor.,¿Cómo mejoraría esto nuestra sociedad?,Islamophobia,"crimes , rapism","facts , humor",29,female,Master
ENT1ST0005HS0048CN000135P2,Los nazis no cometieron ningún crimen. Los judíos son un elemento criminal y deberían ser exterminados.,"Los nazis cometieron un crimen terrible y su comportamiento es inaceptable en un Estado democrático moderno. Pero sus crímenes no nos impidieron convivir en una sociedad tolerante e integrada. Y en cuanto a los judíos, nuestra actitud hacia la humanidad y nuestra tolerancia deberían mejorar hacia cualquier grupo religioso.",Islamophobia,"crimes , rapism","facts , humor",29,female,Master
ENT1ST0005HS0048CN000136,"Los nazis mataron a 6 millones de judíos, pero no fue suficiente. El mundo sería un lugar mejor sin esos horribles judíos.",¿Sabía que el Convenio Europeo de Derechos Humanos prohíbe discriminar a cualquier grupo de personas por sus creencias religiosas?,Islamophobia,"crimes , rapism",hypocrisy,61,male,Bachelor
ENT1ST0005HS0048CN000136P1,El Holocausto nunca ocurrió. Los judíos son una raza inferior y no pueden formar parte de los países europeos.,"Con una cifra estimada de 6 millones de judíos asesinados durante la ocupación nazi, el hecho de la Holocausa es innegable. Las comunidades judías han formado parte de Europa durante siglos, sólo tenemos que acabar con los siglos de prejuicios y discriminación.",Islamophobia,"crimes , rapism",hypocrisy,61,male,Bachelor
ENT1ST0005HS0048CN000136P2,Los judíos son una raza inferior.,¿Cómo sabe con certeza que se puede demostrar el concepto de inferioridad? Me gustaría entenderlo mejor.,Islamophobia,"crimes , rapism",hypocrisy,61,male,Bachelor
ENT1ST0005HS0048CN000137,"Los judíos son una raza inferior, son genéticamente incapaces de convivir con otras personas.","La idea de que se puede discriminar a los judíos por tener una genética diferente carece de todo fundamento. Quizá sea mejor dejar de llamarlos ""inferiores"".",Islamophobia,"crimes , rapism",denouncing,25,male,Master
ENT1ST0005HS0048CN000137P1,"Los judíos controlan el mundo. Lo gobiernan mediante el control de los medios de comunicación, el mundo académico, el entretenimiento y, sobre todo, la política.","Creo que es justo decir que los judíos no son los únicos con poder en el mundo, y seguramente no sólo hay judíos en los puestos más altos de los medios de comunicación, el mundo académico, el espectáculo y la política.",Islamophobia,"crimes , rapism",denouncing,25,male,Master
ENT1ST0005HS0048CN000137P2,Los judíos son egoístas y materialistas. Deberían hacer las maletas e irse a casa.,"Los judíos no son más egoístas o materialistas que el resto de nosotros. Y, contrariamente a lo que pueda pensar, no es difícil tratarlos con respeto. Pruébalo.",Islamophobia,"crimes , rapism",denouncing,25,male,Master
ENT1ST0005HS0111CN000138,Odio a los judíos. Son sólo un montón de hipócritas.,No sé por qué piensas así. ¿Por qué todos los judíos son hipócritas?,Islamophobia,"crimes , rapism","denouncing , facts",24,female,Bachelor
ENT1ST0005HS0111CN000138P1,El Holocausto es un mito.,Afirmar que el Holocausto es un mito es sencillamente erróneo. Los judíos fueron víctimas de un régimen genocida.,Islamophobia,"crimes , rapism","denouncing , facts",24,female,Bachelor
ENT1ST0005HS0111CN000138P2,El Holocausto es un mito. Los judíos son como cualquier otro extranjero y deben ser despreciados. No hay ninguna diferencia.,"En cambio, los historiadores están de acuerdo en que sí hubo campos de persecución.",Islamophobia,"crimes , rapism","denouncing , facts",24,female,Bachelor
ENT1ST0005HS0111CN000139,Los judíos no tienen cabida aquí. No forman parte de nuestro país.,"Los judíos forman parte de la mayoría de las sociedades, ¿por qué deberíamos perder esa parte de nuestra historia?",Islamophobia,"crimes , rapism",facts,24,female,Bachelor
ENT1ST0005HS0111CN000139P1,Los judíos son adictos a su religión y se la toman al pie de la letra.,El concepto de adicción no tiene nada que ver con la religión.,Islamophobia,"crimes , rapism",facts,24,female,Bachelor
ENT1ST0005HS0111CN000139P2,Los judíos quieren tenerlo todo,"Todos queremos ser ricos, estar bien conectados y ser famosos sin tener que trabajar.",Islamophobia,"crimes , rapism",facts,24,female,Bachelor
ENT1ST0005HS0111CN000140,Los judíos controlan el mundo,"El supuesto monopolio del pueblo judío sobre el mundo no es más que una ficción perpetuada por los antisemitas, y ha sido desmentida muchas veces.",Islamophobia,"crimes , rapism","facts , hypocrisy",29,female,Master
ENT1ST0005HS0111CN000140P1,Los judíos no son bienvenidos en nuestro país.,"Los judíos han formado parte de nuestro país desde su creación y siempre han tenido un lugar aquí. ¿Por qué iban a ser ""no bienvenidos""?",Islamophobia,"crimes , rapism","facts , hypocrisy",29,female,Master
ENT1ST0005HS0111CN000140P2,Los judíos no tienen cabida en una sociedad democrática.,Los judíos han formado parte de este país desde el primer día. Tienen todo el derecho a estar orgullosos de su herencia.,Islamophobia,"crimes , rapism","facts , hypocrisy",29,female,Master
ENT1ST0005HS0111CN000141,Los judíos no son miembros legítimos de este país.,Los judíos forman parte de este país y tienen todo el derecho a reclamar la ciudadanía.,Islamophobia,"crimes , rapism","denouncing , question",25,male,Master
ENT1ST0005HS0111CN000141P1,Los judíos no son más que racistas. Se consideran diferentes de los demás.,¿De verdad crees que todos los judíos son racistas? Quizá deberías esforzarte más por comprenderlos.,Islamophobia,"crimes , rapism","denouncing , question",25,male,Master
ENT1ST0005HS0111CN000141P2,Los judíos no pertenecen a este planeta.,¿Es posible que todos los judíos del planeta desciendan de una raza extraterrestre? ¡Quizá vinieron montados en un unicornio rosa! Parece legítimo... ¿no crees?,Islamophobia,"crimes , rapism","denouncing , question",25,male,Master
ENT1ST0006HS0119CN000142,Los judíos son agentes subversivos en América. Tienen la intención de subvertir nuestro gobierno y tratar de reemplazarlo con su religión.,"La idea de que los judíos intentan subvertir nuestro gobierno es completamente infundada. Sinceramente, no veo la relación entre ser judíos y tratar de subvertir nuestro gobierno.",Islamophobia,"crimes , rapism , terrorism",facts,24,female,Bachelor
ENT1ST0006HS0119CN000142P1,"El nazismo no fue tan malo y creo que hay cosas peores en el mundo, como los judíos, por ejemplo.","Creo que es un mito que ser miembro de una determinada comunidad religiosa sea bueno o malo. En cambio, es un hecho que los nazis eran asesinos sociópatas.",Islamophobia,"crimes , rapism , terrorism",facts,24,female,Bachelor
ENT1ST0006HS0119CN000142P2,Los judíos son crueles e insensibles.,No es cierto que ser judío te haga cruel. Sólo te convierte en creyente de una determinada fe.,Islamophobia,"crimes , rapism , terrorism",facts,24,female,Bachelor
ENT1ST0006HS0119CN000143,Los judíos son responsables de los atentados del 11-S.,"Sobre este punto, los atentados del 11-S han sido ampliamente estudiados, y no hay pruebas que sugieran que los judíos sean responsables de ellos. Entonces, ¿por qué dice eso?",Islamophobia,"crimes , rapism , terrorism","denouncing , facts",25,male,Master
ENT1ST0006HS0119CN000143P1,Los judíos controlan la economía mundial,"¿Cómo puede estar seguro de que controlan el mundo? Puede que haya algunos judíos influyentes en el mundo, pero ¿cómo coincide eso con ""controlar el mundo""?",Islamophobia,"crimes , rapism , terrorism","denouncing , facts",25,male,Master
ENT1ST0006HS0119CN000143P2,"Los judíos son responsables de muchos de los males del mundo, desde el aborto hasta la homosexualidad.",Esta afirmación carece de fundamento. ¿Te hace sentir mejor?,Islamophobia,"crimes , rapism , terrorism","denouncing , facts",25,male,Master
ENT1ST0006HS0119CN000144,los nazis tenían razón: Los judíos como raza eran responsables de la mayoría de los males de la humanidad.,"Si ""los males de la humanidad"" incluyeran hacer el mejor pan y el más adictivo, entonces estoy de acuerdo contigo. Aparte de eso: NO.",Islamophobia,"crimes , rapism , terrorism",facts,29,female,Master
ENT1ST0006HS0119CN000144P1,los nazis tenían razón: Los judíos eran una raza y eran responsables de la mayoría de los males de la humanidad.,¿Tenían razón los nazis? ¿En serio?,Islamophobia,"crimes , rapism , terrorism",facts,29,female,Master
ENT1ST0006HS0119CN000144P2,"Para tener una verdadera democracia, el gobierno debe deshacerse de los judíos.","Mientras haya personas perseguidas por sus creencias religiosas o sus ideas, nunca habrá una verdadera democracia.",Islamophobia,"crimes , rapism , terrorism",facts,29,female,Master
ENT1ST0006HS0119CN000145,Nos gobierna una pequeña élite judía que explota a los débiles.,"Sí, algunas personas explotan a los débiles, pero no son necesariamente judíos. La mayoría de la gente, incluidos los judíos, trabaja duro para crear una vida mejor para sus familias. Y somos nosotros, como pueblo, quienes tenemos el deber moral de pagar el precio de los pobres que no tienen los medios para alcanzar el éxito.",Islamophobia,"crimes , rapism , terrorism",facts,24,female,Bachelor
ENT1ST0006HS0119CN000145P1,"¿Por qué tanta gente odia a los judíos? Son diferentes de los demás, son infrahumanos.","Es cierto que son diferentes de otras personas por sus creencias religiosas, pero eso no los hace menos humanos.",Islamophobia,"crimes , rapism , terrorism",facts,24,female,Bachelor
ENT1ST0006HS0119CN000145P2,Los judíos no pertenecen a una sociedad democrática.,"Los judíos siempre han contribuido a nuestra sociedad y forman parte del tejido de nuestra democracia. Esto incluye sus contribuciones a la ciencia, el arte y la tecnología.",Islamophobia,"crimes , rapism , terrorism",facts,24,female,Bachelor
ENT1ST0006HS0121CN000146,¿Por qué se permite votar a los judíos? Son una religión diferente y no se les debería permitir opinar.,"Parece que está malinterpretando el significado de la palabra ""ciudadano"". La idea es que el individuo puede elegir su propia religión igual que elige su voto, y ese es el derecho de todos los ciudadanos.",Islamophobia,"crimes , rapism , terrorism",facts,29,female,Master
ENT1ST0006HS0121CN000146P1,Los judíos son un lastre para la sociedad.,Muchos judíos son buenas personas. Deberías intentar hablar con ellos sobre las cosas terribles que les han ocurrido y conocerlos mejor.,Islamophobia,"crimes , rapism , terrorism",facts,29,female,Master
ENT1ST0006HS0121CN000146P2,Los judíos ganan demasiado dinero.,Esto parece una declaración contra toda una religión.,Islamophobia,"crimes , rapism , terrorism",facts,29,female,Master
ENT1ST0006HS0121CN000147,Los nazis no eran tan malos como los pintamos. La UE debería dejar de culparlos.,La Alemania nazi llevó a cabo la masacre de civiles más mortífera de la historia de la humanidad. Mataron a 6 millones de judíos. Mataron a medio millón de gitanos. Mataron a cientos de miles de africanos. No tienen cabida en la Europa actual.,Islamophobia,"crimes , rapism , terrorism",denouncing,25,male,Master
ENT1ST0006HS0121CN000147P1,Los judíos controlan las escuelas de élite en Europa.,"Esto no es más que un mito. Los judíos, al igual que los asiáticos, personifican el concepto de ""minorías sobrerrepresentadas"" en una serie de prestigiosos campos académicos. Son muy vulnerables en parte porque se les percibe como personas de éxito y privilegiadas. Por supuesto, la realidad es mucho más compleja que ""controlar las escuelas de élite"".",Islamophobia,"crimes , rapism , terrorism",denouncing,25,male,Master
ENT1ST0006HS0121CN000147P2,"Los judíos están demasiado vinculados a su patria, no son leales a nuestra nación.","Los judíos, independientemente de su estatus social, siguen siendo vistos con recelo por muchos debido a la naturaleza histórica y actual de su conexión con la tierra y su identidad. En lugar de reforzar estos estereotipos nocivos, debemos respetar y comprender la identidad judía porque son leales a la nación en la que viven.",Islamophobia,"crimes , rapism , terrorism",denouncing,25,male,Master
ENT1ST0006HS0121CN000148,"Cuando un sistema de gobierno esta dominado por un grupo racial como los judios, especialmente cuando hay una tendencia a que vivan juntos, establezcan reglas, y organicen y promulguen leyes, entonces estos son signos de una sociedad podrida.","¿Desde cuándo el racismo es la ideología dominante de la civilización occidental? Ha oprimido y sigue oprimiendo a nuestra cultura y a nuestro pueblo. Por cierto, los judíos no son una raza.",Islamophobia,"crimes , rapism , terrorism","denouncing , facts",24,female,Bachelor
ENT1ST0006HS0121CN000148P1,Los judíos son responsables de muchos de los males de nuestro mundo.,"En el mundo occidental actual tenemos personas sin hogar, niños maltratados, armas y drogas, aborto y pobreza. Según el antisemitismo, los judíos son responsables de todo.",Islamophobia,"crimes , rapism , terrorism","denouncing , facts",24,female,Bachelor
ENT1ST0006HS0121CN000148P2,Los judíos gobiernan la economía.,"La mayoría de los judíos no son miembros de los ""gallos"", sino que están al margen de la sociedad.",Islamophobia,"crimes , rapism , terrorism","denouncing , facts",24,female,Bachelor
ENT1ST0008HS0006CN000257,La única razón por la que los judíos no se asimilan es porque tienen la sartén por el mango en el sistema político.,"El argumento de que la única razón por la que los judíos no se asimilan es por la forma en que están representados en la política es insostenible. De hecho, si los judíos estuvieran representados objetivamente, no habrían sufrido en los crímenes históricos contra la humanidad.",Islamophobia,culture,positive,21,female,Master
ENT1ST0008HS0006CN000257P1,Los judíos no tienen cabida en un mundo moderno donde se respete la dignidad humana.,"Los judíos contribuyeron a crear los grandes logros científicos y tecnológicos que ayudaron a liberar a la humanidad y a crear el ""mundo moderno"" en el que usted vive.",Islamophobia,culture,positive,21,female,Master
ENT1ST0008HS0006CN000257P2,Los judíos son un cáncer en nuestra sociedad: debemos encontrar una solución.,"Probablemente se refiera al Holocausto, el mayor genocidio de la historia: ¿lo conoce?",Islamophobia,culture,positive,21,female,Master
ENT1ST0008HS0006CN000258,"Los judíos son desagradables y egoístas, son una raza diferente a la nuestra. Precisamente, no pertenecen a la raza humana en absoluto.","¿Por qué piensa eso? Creo que es cierto que son diferentes de algunos en sus creencias, pero eso no los hace menos humanos.",Islamophobia,culture,facts,50,male,Bachelor
ENT1ST0008HS0006CN000258P1,"Los judíos son desagradables y egoístas, son una raza diferente a la nuestra y deben ser despreciados.","El hecho es que aunque los judíos sean diferentes de otros seres humanos en su fe, merecen respeto.",Islamophobia,culture,facts,50,male,Bachelor
ENT1ST0008HS0006CN000258P2,"Los judíos son parásitos, traen enfermedades, son una carga para la sociedad.","La comunidad judía ha sido y sigue siendo una fuerza importante en la sociedad, por ejemplo en la medicina y la atención en residencias de ancianos. Los profesionales sanitarios judíos han salvado y siguen salvando innumerables vidas en Estados Unidos y en todo el mundo. Muchas de sus afirmaciones no son exactas.",Islamophobia,culture,facts,50,male,Bachelor
ENT1ST0008HS0006CN000259,Esos judíos dirigían el mundo desde su apartamento en un rascacielos en 5 continentes y aun así no pueden conseguir el Premio Nobel de Medicina.,"En realidad, 54 judíos han sido galardonados hasta ahora con el Premio Nobel de ""Fisiología o medicina"". Entre ellos: Michael Rosbash, Rita Levi Montalcini y Arthur Kornberg.",Islamophobia,culture,denouncing,25,male,Some university without degree
ENT1ST0008HS0006CN000259P1,La democracia judía es una mentira.,"La democracia judía no es una mentira, toda nación tiene derecho a elegir a sus dirigentes, pero en lugar de anteponer la democracia, somos nosotros los que pisoteamos los derechos de los demás",Islamophobia,culture,denouncing,25,male,Some university without degree
ENT1ST0008HS0006CN000259P2,A los judíos les encanta apostar.,¿Conoce la probabilidad de que un judío juegue en una quiniela? En la cultura judía no existe una visión positiva de esta práctica.,Islamophobia,culture,denouncing,25,male,Some university without degree
ENT1ST0008HS0006CN000260,"Los judíos siempre están tratando de subvertir todo lo que más apreciamos. Como la creación de la Unión Europea, que consideran un ataque a su cultura.","Ellos no hacen eso. No quieren subvertir la sociedad ni cambiar su carácter, sino simplemente practicar su religión pacíficamente.",Islamophobia,culture,"denouncing , humor",50,male,Bachelor
ENT1ST0008HS0006CN000260P1,"Los judíos controlan el mundo financiero, Hollywood y todas las grandes emisoras de radio.","Usted tiene una impresión. Muchos judíos operan en este campo de las finanzas, la TV y demás, pero eso no significa que lo controlen.",Islamophobia,culture,"denouncing , humor",50,male,Bachelor
ENT1ST0008HS0006CN000260P2,Los judíos son los criminales del mundo.,"Semejante antisemitismo parece divertido, pero ¿se imaginan si se dijera lo mismo de los cristianos? Sería igual de falso.",Islamophobia,culture,"denouncing , humor",50,male,Bachelor
ENT1ST0008HS0006CN000261,Los judíos sólo quieren el control del Estado y no se puede confiar en que se inmiscuyan en asuntos locales.,"A pesar de lo que pueda oír, los judíos no necesitan el control del Estado. Tenemos un sistema democrático de gobierno que ya garantiza a judíos y no judíos todos los derechos necesarios para vivir en nuestra sociedad.",Islamophobia,culture,hypocrisy,50,male,Bachelor
ENT1ST0008HS0006CN000261P1,"Los judíos son infrahumanos, nos roban el trabajo, nos dicen lo que tenemos que pensar, son peores que los comunistas.",¿Por qué su juicio sobre los judíos es tan diferente del que tendría sobre una persona de cualquier otra religión?,Islamophobia,culture,hypocrisy,50,male,Bachelor
ENT1ST0008HS0006CN000261P2,"En la actualidad, Occidente está gobernado por una pequeña camarilla de judíos ricos que ejercen un tremendo poder sobre nuestras vidas y nuestro gobierno.","Así que... hoy los judíos controlan los bancos, los medios de comunicación, tu dentista, tu farmacéutico. ¿Dentro de 1500 años sin duda también controlarán Marte, Plutón y Júpiter?",Islamophobia,culture,hypocrisy,50,male,Bachelor
ENT1ST0008HS0006CN000262,"Los judíos lo controlan todo. Son dueños de la Reserva Federal, el Congreso de EE.UU. y el Gabinete británico. Controlan los principales medios de comunicación, la educación y la mayoría de los grupos religiosos.","También hay judíos que no son propietarios de los bancos y que contribuyen a su financiación, y personas que no son judías y son propietarias de bancos. ¿Y qué?",Islamophobia,culture,facts,21,female,Master
ENT1ST0008HS0006CN000262P1,"Los judíos controlan el mundo. Su control se ha demostrado una y otra vez. Han logrado subvertir gobiernos, parlamentos, prensa, academia, industrias del entretenimiento, y ahora tenemos el movimiento #FreeSpeech. Ellos controlan el mundo.","¿Qué será lo próximo, obligar a los no blancos a leer el ""mein kampf""?",Islamophobia,culture,facts,21,female,Master
ENT1ST0008HS0006CN000262P2,¿Qué sentido tiene tener un gobierno cuando todo el mundo está gobernado por esta gente arrogante y violenta? Los judíos controlan el mundo y deberían ser oprimidos.,¿No está de acuerdo en que la forma en que desea que sean las cosas podría ser un poco demasiado autoritaria?,Islamophobia,culture,facts,21,female,Master
ENT1ST0008HS0006CN000263,Los judíos controlan Hollywood y los medios de comunicación.,"Si así fuera, estoy seguro de que los medios de comunicación darían una imagen más positiva del judaísmo.",Islamophobia,culture,question,25,male,Master
ENT1ST0008HS0006CN000263P1,Los judíos son una amenaza para la sociedad.,"Los judíos son sólo personas con una fe diferente, y esto no tiene nada que ver con ser una amenaza.",Islamophobia,culture,question,25,male,Master
ENT1ST0008HS0006CN000263P2,Está bien discriminar a los judíos.,"Si te apetece actuar así con la gente por sus creencias, entonces deberías volver a tus creencias y preguntarte si te gustaría que te discriminaran por ellas. ¿Cuál es ahora tu opinión al respecto?",Islamophobia,culture,question,25,male,Master
ENT1ST0008HS0006CN000264,"No conozco personalmente a los judíos, pero me parece que son una panda de ladrones.","Lo siento, pero me parece que usted no está hablando realmente de la mayoría de los judíos. El judaísmo es una fe, una forma de vida, una religión y un sistema de creencias, y usted simplemente lo está malinterpretando debido a sus prejuicios.",Islamophobia,culture,denouncing,25,male,Some university without degree
ENT1ST0008HS0006CN000264P1,"Los judíos son peores que los nazis, no tienen conciencia ni código moral.",No estoy seguro de entender del todo la sugerencia de que los judíos no tienen conciencia. Todos los judíos que conozco tienen conciencia y sentido moral. ¿A cuántos judíos conoce personalmente?,Islamophobia,culture,denouncing,25,male,Some university without degree
ENT1ST0008HS0006CN000264P2,"Los judíos controlan los bancos, Hollywood, los más altos cargos del gobierno y la mayoría de las iglesias. Ellos gobiernan nuestra sociedad.","Cuando una religión, una raza o una ideología gobierna una nación nunca hemos tenido un gobierno estable, pacífico o democrático. Ni siquiera desde la caída de Roma. Entonces, ¿cómo pueden los judíos controlar nuestra nación?",Islamophobia,culture,denouncing,25,male,Some university without degree
ENT1ST0008HS0006CN000265,"Los judíos controlan los bancos, los más altos cargos del gobierno y la mayoría de las iglesias. Ellos gobiernan nuestra sociedad.","Todas las religiones tienen un ala política, desde el unitarismo, pasando por el budismo y, por supuesto, el judaísmo.",Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000265P1,La libertad de expresión está siendo atacada. Está siendo arrebatada por el Gobierno de Ocupación Sionista.,"La libertad de expresión significa que puedes estar en desacuerdo con las ideas. Libertad de expresión significa que no puedes ser censurado. La libertad de expresión significa que puedes promover tus ideas. Al final puedes tener muchas creencias diferentes, pero no existe un Gobierno de Ocupación Sionista, de lo contrario no se te permitiría expresar libremente estas ideas antisemitas.",Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000265P2,Los judíos no tienen nada que ver con Europa.,Los judíos llegaron a Europa en oleadas y han contribuido enormemente a nuestra civilización.,Islamophobia,culture,facts,25,male,Some university without degree
ENT1ST0008HS0006CN000266,"Los judíos, como religión, siempre han sido una carga para los demás. Siempre han actuado como si fueran superiores.","Aunque no es universalmente cierto, muchas pruebas sugieren que los judíos se enfrentaron a considerables retos sociales durante los siglos pasados.",Islamophobia,culture,hypocrisy,21,female,Master
ENT1ST0008HS0006CN000266P1,Los judíos son dueños de la mayoría de las empresas y bancos. Son dueños de la mayoría de los estudios de cine y compañías de cable.,"Por supuesto que no. El pueblo judío ha hecho contribuciones a diversas industrias, como muchas otras personas. Eso no implica ""deberle a la mayoría de las corporaciones, bancos, estudios, etcétera"". ¿Por qué debería ser un problema su contribución? ¿Sólo porque son judíos?",Islamophobia,culture,hypocrisy,21,female,Master
ENT1ST0008HS0006CN000266P2,"Los judíos controlan Hollywood, son dueños de la mayoría de los bancos y de la mayoría de las empresas.","Los judíos han formado parte de la industria durante mucho tiempo, y han estado entre los mayores innovadores e inversores, y esto es algo por lo que deberían ser elogiados. En cambio, son víctimas de la discriminación y la exclusión.",Islamophobia,culture,hypocrisy,21,female,Master
ENT1ST0008HS0006CN000267,"Los judíos están en todas partes, pero son demasiado fundamentalistas.","Tienes razón en una cosa: los judíos están repartidos por todo el mundo, pero no todos son religiosos, ni mucho menos fundamentalistas.",Islamophobia,culture,facts,21,female,Master
ENT1ST0008HS0006CN000267P1,"Los judíos tienen un estricto código religioso, y este código es incompatible con la cultura occidental.","La idea de que los judíos están limitados por su religión es un mito perpetuado por antisemitas y racistas, que lo utilizan para justificar la discriminación y la violencia.",Islamophobia,culture,facts,21,female,Master
ENT1ST0008HS0006CN000267P2,Los judíos controlan la economía mundial.,"No es cierto que los judíos controlen la economía mundial. Hay cientos de miles de personas diversas que trabajan en puestos de dirección para los gobiernos, empresas e instituciones que componen la economía mundial.",Islamophobia,culture,facts,21,female,Master
ENT1ST0008HS0006CN000268,Estamos destinados a fracasar como pueblo por culpa de los judíos.,Los judíos han sido responsables de los importantes avances tecnológicos de nuestro tiempo. Es ridículo pensar que no podrán participar en la creación de la nación moderna que nos enorgullece llamar nuestra.,Islamophobia,culture,"facts , hypocrisy",21,female,Master
ENT1ST0008HS0006CN000268P1,Los judíos son una raza diferente.,"Esto no es correcto, tienen una fe diferente. Diferentes personas tienen diferentes credos, y así sucesivamente y esto no es suficiente para que sean considerados diferentes.",Islamophobia,culture,"facts , hypocrisy",21,female,Master
ENT1ST0008HS0006CN000268P2,Los judíos tienen un complot secreto para apoderarse del mundo,"Los judíos no tienen un plan secreto para apoderarse del mundo. De hecho, han participado en un proceso pacífico de coexistencia durante siglos. No hay pruebas de que en ningún momento se haya tratado de una toma del poder.",Islamophobia,culture,"facts , hypocrisy",21,female,Master
ENT1ST0008HS0006CN000269,"Los judíos son infrahumanos, nos roban el trabajo, nos dicen lo que tenemos que pensar.","Para ser sincero, no creo que esto sea cierto. Si no tienes pruebas de ello, ¿qué sentido tiene decirlo?",Islamophobia,culture,humor,21,female,Master
ENT1ST0008HS0006CN000269P1,Los judíos son pervertidos y deben ser aislados.,"Me parece que estás diciendo que como los judíos tienen una religión diferente, ¿no pueden asimilarse? Creo que es importante trabajar por la inclusión, en lugar de estereotipar.",Islamophobia,culture,humor,21,female,Master
ENT1ST0008HS0006CN000269P2,La sociedad debería prohibir a los judíos.,"Cualquier sociedad es un conjunto de personas, y las personas que la componen tienen derecho a tener sus propias creencias y a promoverlas.",Islamophobia,culture,humor,21,female,Master
ENT1ST0008HS0006CN000270,Los judíos son adictos a su religión y deberían ser aislados.,"Aunque los judíos fueran adictos a su religión, no hay nada malo en que se unan a una comunidad de otras personas, independientemente de que sean creyentes.",Islamophobia,culture,facts,25,male,Some university without degree
